text,sentiment,stress_level
i feel so hopeless and lost,negative,high
i cannot see a way out of this,negative,high
i feel like disappearing,negative,high
i am really struggling mentally,negative,high
i feel like nobody cares about me,negative,high
i am completely falling apart,negative,high
i feel shattered inside,negative,high
i am so depressed i cannot function,negative,high
i feel like i am drowning,negative,high
i cannot deal with life anymore,negative,high
i feel so dark inside,negative,high
i have given up on everything,negative,high
i feel completely numb and empty,negative,high
i am so mentally drained i cannot go on,negative,high
i feel like there is no point,negative,high
everything feels pointless,negative,high
i am devastated and do not know what to do,negative,high
i feel like a complete failure,negative,high
i am so overwhelmed i cannot breathe,negative,high
i feel absolutely terrible,negative,high
i am breaking down every day,negative,high
i feel trapped with no escape,negative,high
i am suffering and nobody knows,negative,high
i feel so much pain inside,negative,high
i am falling into a dark place,negative,high
i feel like i cannot survive this,negative,high
i am so mentally exhausted i want to give up,negative,high
i feel like ending everything,negative,high
i want to hurt myself,negative,high
i have been thinking about self harm,negative,high
i feel suicidal thoughts coming,negative,high
i do not want to live anymore,negative,high
i feel like the world is better without me,negative,high
i am really average today,neutral,low
i am feeling amazing today,positive,low
i am really frustrated today,negative,low
i am feeling anxious today,negative,low
i am really balanced today,neutral,low
i have been feeling energetic today,positive,low
i feel really tired today,negative,medium
i am really lost today,negative,medium
i have been feeling anxious today,negative,low
i am really decent today,neutral,low
i have been feeling amazing today,positive,low
i am really anxious today,negative,low
i have been feeling depressed today,negative,medium
i am feeling energetic today,positive,low
i am really depressed today,negative,medium
i feel stressed today,negative,medium
i feel really proud today,positive,low
i feel excited today,positive,low
i feel optimistic today,positive,low
i am really alright today,neutral,low
i feel really ordinary today,neutral,low
i feel really low today,negative,high
i am really low today,negative,medium
i feel worried today,negative,medium
i am feeling wonderful today,positive,low
i am feeling stable today,neutral,low
i am feeling worried today,negative,high
i am feeling stressed today,negative,high
i feel really calm today,neutral,low
i am really calm today,neutral,low
i feel energetic today,positive,low
i am feeling empty today,negative,low
i have been feeling average today,neutral,low
i have been feeling grateful today,positive,low
i am feeling blessed today,positive,low
i feel stable today,neutral,low
i feel hopeless today,negative,high
i feel really decent today,neutral,low
i feel really down today,negative,high
i feel really depressed today,negative,medium
i have been feeling joyful today,positive,low
i have been feeling tired today,negative,medium
